,HomePlanet,CryoSleep,Destination,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Solo,TotalSpent,NoSpendings,Cabin_deck,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,First_name,Last_name,FamilySize
2782,Europa,False,55 Cancri e,33.0,0.0,1001.0,2280.0,961.9506802721088,29.0,False,4271.950680272109,0,C,P,1,0,0,0,0,0,0,Dirfak,Shming,3
6695,Earth,False,TRAPPIST-1e,21.0,0.0,13.0,0.0,720.0,170.0,True,903.0,0,F,P,0,0,0,0,1,0,0,Benda,Fryan,8
1120,Earth,True,TRAPPIST-1e,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,1,0,0,0,0,0,0,Harrie,Browlerson,14
6032,Earth,True,PSO J318.5-22,16.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Margio,Foxter,9
3523,Earth,False,TRAPPIST-1e,24.0,1.0,677.0,13.0,10.0,0.0,True,701.0,0,F,S,0,0,1,0,0,0,0,Ambert,Tranciams,10
4045,Mars,False,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,S,0,0,1,0,0,0,0,Gran,Krake,4
8022,Mars,False,55 Cancri e,24.0,0.0,0.0,396.0,256.0,1482.0,True,2134.0,0,E,P,0,1,0,0,0,0,0,Zelowl,Terry,8
2774,Earth,False,TRAPPIST-1e,24.0,1252.0,6.0,172.70347003154575,123.0,706.0,True,2259.7034700315457,0,F,S,0,1,0,0,0,0,0,Nelly,Gordanieves,8
5689,Earth,False,TRAPPIST-1e,40.0,521.0,4.0,53.0,70.0,141.0,False,789.0,0,E,S,0,1,0,0,0,0,0,Lison,Mcdowns,4
4406,Earth,False,TRAPPIST-1e,38.0,183.0,203.0,0.0,110.0,374.0,True,870.0,0,F,P,0,0,0,1,0,0,0,Sonnie,Mcleaney,4
1202,Earth,False,TRAPPIST-1e,19.0,6.0,141.63880126182966,1.0,714.0,0.0,True,862.6388012618297,0,G,S,1,0,0,0,0,0,0,Enrie,Burchanez,5
7603,Earth,False,TRAPPIST-1e,44.0,0.0,903.0,0.0,0.0,0.0,True,903.0,0,F,P,0,0,0,0,0,1,0,Ryany,Paynard,4
3403,Europa,False,55 Cancri e,22.0,86.70386266094421,171.0,2233.0,1.0,800.0,False,3291.703862660944,0,B,S,1,0,0,0,0,0,0,Menkibi,Poselfle,4
3169,Mars,True,TRAPPIST-1e,72.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,0,1,0,0,0,0,Berers,Meake,10
6469,Europa,False,55 Cancri e,73.0,181.0,1.0,840.0,2618.0,1949.0,False,5589.0,0,A,S,1,0,0,0,0,0,0,Dirk,Listive,8
3896,Earth,False,TRAPPIST-1e,27.0,0.0,0.0,0.0,658.0,133.0,True,791.0,0,E,P,1,0,0,0,0,0,0,Genee,Meleon,5
113,Europa,False,TRAPPIST-1e,39.0,0.0,2344.0,0.0,65.0,6898.0,False,9307.0,0,A,P,1,0,0,0,0,0,0,Batan,Coning,5
4761,Europa,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,P,0,1,0,0,0,0,0,Askedus,Fuelightic,2
5682,Earth,False,TRAPPIST-1e,13.0,852.0,147.0,7.0,0.0,1.0,False,1007.0,0,G,S,0,0,0,1,0,0,0,Etha,Ellson,7
4954,Earth,False,TRAPPIST-1e,30.0,0.0,6.0,621.0,168.32533333333333,433.0,True,1228.3253333333332,0,F,P,0,0,0,1,0,0,0,Emmax,Haynard,6
8606,Earth,False,TRAPPIST-1e,43.0,698.0,94.0,0.0,0.0,0.0,True,792.0,0,E,P,0,1,0,0,0,0,0,Elindy,Mckinn,8
3212,Mars,True,55 Cancri e,36.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,P,0,0,1,0,0,0,0,Vitax,Madan,3
3151,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,1435.0,0.0,154.51933701657458,True,1589.5193370165746,0,G,S,0,1,0,0,0,0,0,Karene,Fisheparks,6
8619,Europa,False,TRAPPIST-1e,23.0,381.0,794.0,52.0,654.0,1317.0,False,3198.0,0,C,S,0,1,0,0,0,0,0,Chellus,Poustive,4
2811,Earth,False,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,1,0,0,0,0,0,Raque,Wolfernan,8
2875,Earth,False,TRAPPIST-1e,24.0,520.0,0.0,0.0,195.0,0.0,True,715.0,0,G,P,0,1,0,0,0,0,0,Dandra,Joyneidez,4
2480,Earth,False,TRAPPIST-1e,19.0,1.0,4.0,0.0,750.0,3.0,False,758.0,0,F,S,0,1,0,0,0,0,0,Leene,Vandan,12
3538,Europa,False,55 Cancri e,33.0,90.0,26830.0,0.0,27.0,703.0,True,27650.0,0,B,P,1,0,0,0,0,0,0,Dhena,Semageary,2
1696,Earth,False,TRAPPIST-1e,33.0,0.0,0.0,2.0,787.0,1.0,True,790.0,0,E,P,1,0,0,0,0,0,0,Alley,Brantuarez,7
2063,Earth,False,TRAPPIST-1e,29.0,1356.0,20.0,0.0,13.0,0.0,True,1389.0,0,F,S,0,1,0,0,0,0,0,Unknown,Unknown,0
7814,Europa,False,TRAPPIST-1e,22.0,0.0,3716.0,0.0,1098.0,2065.0,False,6879.0,0,D,S,1,0,0,0,0,0,0,Eleb,Dratembid,7
3855,Mars,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,P,0,0,1,0,0,0,0,Forms,Merte,6
2804,Earth,False,TRAPPIST-1e,43.0,45.0,8.0,0.0,607.0,44.0,False,704.0,0,G,S,0,1,0,0,0,0,0,Stald,Fisheparks,6
4917,Mars,False,TRAPPIST-1e,38.0,218.0,0.0,586.0,770.0,0.0,True,1574.0,0,F,S,0,0,0,1,0,0,0,Tax,Tité,5
7611,Earth,False,55 Cancri e,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,0,1,0,0,Brie,Mcbriddley,8
5006,Mars,False,TRAPPIST-1e,26.0,164.0,0.0,853.0,0.0,39.0,True,1056.0,0,D,P,1,0,0,0,0,0,0,Money,Sache,5
1043,Europa,False,55 Cancri e,40.0,0.0,4076.0,6124.0,58.0,100.0,True,10358.0,0,B,P,1,0,0,0,0,0,0,Elebola,Opshaft,5
1531,Earth,False,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,1,0,0,0,0,0,0,Eristy,Barbes,13
6290,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,1,0,0,0,Coryl,Whitez,7
12,Mars,False,TRAPPIST-1e,32.0,73.0,0.0,1123.0,0.0,113.0,True,1309.0,0,F,P,1,0,0,0,0,0,0,Berers,Barne,4
1564,Earth,False,TRAPPIST-1e,41.0,0.0,82.0,3.0,0.0,718.0,True,803.0,0,F,S,0,1,0,0,0,0,0,Rayle,Pugherman,4
5014,Earth,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,1,0,0,0,0,Verly,Deckley,4
1568,Europa,True,TRAPPIST-1e,48.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,S,1,0,0,0,0,0,0,Quarkib,Fringh,4
3977,Earth,False,TRAPPIST-1e,30.0,0.0,10.0,0.0,3840.0,329.0,True,4179.0,0,G,P,0,0,1,0,0,0,0,Isaacy,Hamberterry,5
1982,Mars,False,TRAPPIST-1e,49.0,0.0,0.0,1058.0,0.0,0.0,True,1058.0,0,D,S,1,0,0,0,0,0,0,Prah,Bla,0
3481,Earth,False,TRAPPIST-1e,19.0,153.478672985782,2.0,14.0,755.0,0.0,True,924.4786729857819,0,G,P,0,0,1,0,0,0,0,Ellena,Mckinsond,10
6623,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Willey,Moongton,5
2055,Mars,False,TRAPPIST-1e,29.0,1443.0,1108.0,47.0,0.0,0.0,True,2598.0,0,F,P,0,1,0,0,0,0,0,Grawk,Prité,5
1867,Mars,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,1,0,0,0,0,0,Lucan,Killé,3
4606,Earth,False,55 Cancri e,59.0,460.0,139.0,0.0,1.0,0.0,True,600.0,0,F,P,0,0,0,1,0,0,0,Evane,Franey,3
6096,Earth,False,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,0,1,0,0,0,Rone,Cartyernan,8
1567,Europa,False,TRAPPIST-1e,57.0,0.0,62.0,0.0,2136.0,178.0,False,2376.0,0,A,S,1,0,0,0,0,0,0,Almino,Earmeter,2
3981,Earth,False,TRAPPIST-1e,29.0,715.0,0.0,156.64171122994654,698.0,106.0,True,1675.6417112299464,0,F,P,0,0,1,0,0,0,0,Dorice,Connelson,4
4503,Europa,True,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,P,1,0,0,0,0,0,0,Enibah,Dratembid,7
3637,Earth,True,PSO J318.5-22,18.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,0,1,0,0,0,0,Unknown,Petermandez,4
5546,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Dianya,Joycerton,8
5297,Earth,False,TRAPPIST-1e,24.0,215.0,0.0,0.0,0.0,350.0,True,565.0,0,F,P,0,0,0,1,0,0,0,Erice,Franchaney,2
6495,Europa,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,P,1,0,0,0,0,0,0,Asteron,Spandisket,8
7834,Earth,True,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,0,1,0,0,Katiey,Bardina,5
4772,Earth,False,PSO J318.5-22,32.0,793.0,0.0,0.0,0.0,0.0,False,793.0,0,E,P,0,1,0,0,0,0,0,Annya,Willy,12
1678,Earth,False,55 Cancri e,37.0,164.0,603.0,0.0,0.0,11.0,True,778.0,0,F,P,0,1,0,0,0,0,0,Evan,Hermanapp,5
6723,Earth,True,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,1,0,0,0,Annya,Patthews,8
2747,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,1,0,0,0,0,0,Florey,Boltertley,2
6276,Earth,False,TRAPPIST-1e,20.0,0.0,6.0,24.0,0.0,672.0,True,702.0,0,F,S,0,0,0,0,1,0,0,Hughy,Foxter,9
5178,Earth,True,55 Cancri e,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,1,0,0,0,0,Bellee,Dickman,5
6306,Mars,False,TRAPPIST-1e,31.0,1002.0,0.0,252.50607287449392,0.0,0.0,False,1254.5060728744938,0,F,S,0,0,0,0,1,0,0,Tot,Mare,5
1086,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,1,0,0,0,0,0,0,Alfrey,Corman,5
7172,Earth,False,TRAPPIST-1e,18.0,711.0,12.0,0.0,83.0,0.0,False,806.0,0,F,S,0,0,0,0,1,0,0,Royce,Potters,9
1983,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,1,0,0,0,0,0,Timyra,Peterstarks,6
806,Earth,False,55 Cancri e,23.0,217.0,378.0,19.0,1.0,12.0,True,627.0,0,F,P,1,0,0,0,0,0,0,Iandy,Sarios,2
5358,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,E,S,0,1,0,0,0,0,0,Quakes,Puff,0
6396,Earth,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,1,0,0,0,Melvia,Pittson,6
678,Europa,True,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,A,S,1,0,0,0,0,0,0,Thaban,Missefle,3
1318,Earth,False,TRAPPIST-1e,39.0,386.0,190.0,0.0,489.0,0.0,True,1065.0,0,F,S,1,0,0,0,0,0,0,Hanne,Hodes,7
6913,Europa,False,TRAPPIST-1e,27.0,0.0,63.0,8.0,129.0,2960.0,True,3160.0,0,C,S,1,0,0,0,0,0,0,Nunkino,Rimplighty,3
2359,Europa,False,55 Cancri e,6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Majoth,Sernator,2
4559,Earth,False,TRAPPIST-1e,55.0,330.0,114.0,0.0,2.0,0.0,False,446.0,0,G,S,0,0,1,0,0,0,0,Billya,Shieldson,9
2397,Earth,False,TRAPPIST-1e,18.0,1153.0,0.0,0.0,1409.0,195.0,True,2757.0,0,F,S,0,1,0,0,0,0,0,Made,Nasquez,5
7067,Earth,False,TRAPPIST-1e,44.0,657.0,0.0,103.0,0.0,394.0,True,1154.0,0,F,P,0,0,0,0,0,1,0,Hard,Mcintons,3
6086,Europa,False,55 Cancri e,55.0,114.0,222.0,0.0,2575.0,2919.0,True,5830.0,0,D,P,1,0,0,0,0,0,0,Asch,Stradick,3
8112,Mars,False,TRAPPIST-1e,20.0,733.0,0.0,455.0,146.35294117647058,0.0,True,1334.3529411764705,0,F,S,0,0,0,0,0,1,0,Koat,Kad,3
7545,Mars,True,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,0,1,0,0,0,0,0,Chees,Swin,5
6419,Europa,True,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Tabanar,Stioutody,5
3723,Earth,False,TRAPPIST-1e,25.0,0.0,1017.0,0.0,0.0,0.0,True,1017.0,0,G,P,0,0,1,0,0,0,0,Genee,Hayerson,5
4415,Europa,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,P,1,0,0,0,0,0,0,Mediah,Dishocatal,5
8413,Earth,False,TRAPPIST-1e,53.0,0.0,1487.0,0.0,67.0,0.0,False,1554.0,0,F,S,0,0,0,0,0,1,0,Heila,Malliamsey,6
1484,Mars,False,TRAPPIST-1e,28.0,641.0,0.0,372.0,0.0,16.0,True,1029.0,0,E,P,1,0,0,0,0,0,0,Oahars,Hapie,8
8271,Mars,True,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,0,0,0,0,1,0,Yaphex,Beake,0
1520,Mars,False,TRAPPIST-1e,26.0,432.0,0.0,965.0,35.0,0.0,True,1432.0,0,F,P,0,1,0,0,0,0,0,Duckes,Conie,7
4800,Europa,True,55 Cancri e,59.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,C,S,1,0,0,0,0,0,0,Isotone,Unaring,2
4629,Mars,False,TRAPPIST-1e,22.0,223.0,0.0,630.0,14.0,0.0,False,867.0,0,D,P,1,0,0,0,0,0,0,Yots,Fisty,6
8081,Earth,False,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Janee,Holliams,4
5946,Earth,False,TRAPPIST-1e,28.0,0.0,152.0,215.0,30.0,510.0,True,907.0,0,G,P,0,0,0,1,0,0,0,Jord,Cofferson,11
6047,Earth,False,TRAPPIST-1e,47.0,0.0,106.0,2915.0,0.0,1200.0,True,4221.0,0,G,P,0,0,0,1,0,0,0,Dord,Serry,10
6,Earth,False,TRAPPIST-1e,26.0,42.0,1539.0,3.0,0.0,0.0,False,1584.0,0,F,S,1,0,0,0,0,0,0,Billex,Jacostaffey,7
3030,Europa,True,55 Cancri e,43.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,1,0,0,0,0,0,0,Nasl,Prighty,3
783,Earth,False,TRAPPIST-1e,19.0,0.0,561.0,10.0,0.0,161.0,True,732.0,0,F,S,1,0,0,0,0,0,0,Scotte,Sweeton,4
7747,Europa,True,TRAPPIST-1e,40.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,B,S,0,1,0,0,0,0,0,Astrark,Impress,3
3327,Earth,False,TRAPPIST-1e,25.0,19.0,0.0,0.0,1679.0,0.0,True,1698.0,0,G,P,0,1,0,0,0,0,0,Coren,Bucknersony,5
8309,Earth,False,TRAPPIST-1e,39.0,0.0,798.0,0.0,56.0,0.0,True,854.0,0,G,S,0,0,0,0,1,0,0,Chesty,Loverthyo,6
2423,Mars,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,P,0,1,0,0,0,0,0,Carde,Kniva,2
8,Earth,False,TRAPPIST-1e,35.0,0.0,785.0,17.0,216.0,0.0,True,1018.0,0,F,S,1,0,0,0,0,0,0,Andona,Beston,5
7856,Earth,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Nathy,Gibbsonton,13
8105,Mars,False,TRAPPIST-1e,49.0,0.0,1.0,1364.0,226.0,0.0,False,1591.0,0,E,S,0,1,0,0,0,0,0,Ney,Forne,3
1702,Earth,False,TRAPPIST-1e,33.0,0.0,763.0,8.0,2.0,30.0,True,803.0,0,F,S,0,1,0,0,0,0,0,Rician,Pollarkeeks,9
4944,Earth,False,TRAPPIST-1e,28.0,89.0,3.0,571.0,258.0,0.0,True,921.0,0,F,P,0,0,0,1,0,0,0,Kimmie,Thony,7
517,Europa,False,TRAPPIST-1e,37.0,0.0,6506.0,0.0,764.0,0.0,False,7270.0,0,C,P,1,0,0,0,0,0,0,Gluinol,Valindle,3
2648,Europa,False,TRAPPIST-1e,23.0,0.0,824.0,0.0,495.0,1479.0,False,2798.0,0,D,P,1,0,0,0,0,0,0,Weznif,Fandomatty,0
2716,Earth,True,55 Cancri e,7.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,1,0,0,0,0,0,Eddiey,Polloantes,2
993,Mars,True,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,P,1,0,0,0,0,0,0,Cineys,Ble,8
1136,Europa,False,55 Cancri e,50.0,0.0,5473.0,0.0,703.0,6381.0,True,12557.0,0,B,S,1,0,0,0,0,0,0,Celava,Unrent,2
7487,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,F,S,0,0,0,0,0,1,0,Camonk,Bache,5
4065,Earth,False,TRAPPIST-1e,22.0,0.0,0.0,945.0,0.0,4.0,True,949.0,0,F,S,0,0,1,0,0,0,0,Pamiea,Georgasey,12
4166,Earth,False,TRAPPIST-1e,40.0,0.0,0.0,2414.0,0.0,0.0,True,2414.0,0,F,P,0,0,0,1,0,0,0,Elody,Flowensley,8
2641,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,S,0,1,0,0,0,0,0,Annaha,Harverez,7
4397,Earth,False,TRAPPIST-1e,38.0,182.0,776.0,3.0,33.0,0.0,True,994.0,0,E,S,0,1,0,0,0,0,0,Weney,Braymon,10
4404,Earth,False,TRAPPIST-1e,42.0,0.0,0.0,1677.0,65.0,62.0,True,1804.0,0,G,P,0,0,1,0,0,0,0,Andie,Campson,5
4706,Mars,True,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,0,0,1,0,0,0,Raptax,Giba,4
7897,Earth,True,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,P,0,0,0,0,1,0,0,Gileen,Currisones,7
3826,Earth,False,TRAPPIST-1e,24.0,0.0,20.0,0.0,14.0,659.0,True,693.0,0,F,P,0,0,1,0,0,0,0,Lynnie,Valexandez,5
2190,Earth,True,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,1,0,0,0,0,0,Janne,Wellierras,8
4145,Europa,False,55 Cancri e,29.0,0.0,11417.0,12.0,795.0,402.0,True,12626.0,0,C,S,1,0,0,0,0,0,0,Ranopus,Ambleeve,0
7492,Europa,False,TRAPPIST-1e,36.0,0.0,244.0,0.0,5432.0,2302.0,False,7978.0,0,B,S,0,1,0,0,0,0,0,Duhrkab,Fansty,2
1771,Europa,True,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,C,S,1,0,0,0,0,0,0,Phonons,Antcal,2
237,Earth,False,TRAPPIST-1e,21.0,702.0,172.0,408.0,2.0,6.0,True,1290.0,0,F,P,1,0,0,0,0,0,0,Race,Stenson,2
6820,Earth,False,TRAPPIST-1e,38.0,622.0,1319.0,42.0,1.0,444.0,True,2428.0,0,F,S,0,0,0,0,1,0,0,Dell,Daughessey,4
5449,Mars,True,55 Cancri e,21.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,D,S,1,0,0,0,0,0,0,Fal,Bine,9
8079,Mars,False,TRAPPIST-1e,17.0,330.0,1.0,967.0,0.0,0.0,False,1298.0,0,E,P,0,1,0,0,0,0,0,Nakes,Spien,6
1700,Mars,False,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,E,S,1,0,0,0,0,0,0,Goos,Hotte,5
8224,Earth,False,TRAPPIST-1e,23.0,0.0,565.0,0.0,35.0,188.0,False,788.0,0,E,S,0,1,0,0,0,0,0,Monard,Cartez,14
1001,Mars,True,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,1,0,0,0,0,0,0,Chios,Jaf,2
3476,Europa,True,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,P,1,0,0,0,0,0,0,Tabik,Pulgaly,5
6018,Earth,False,PSO J318.5-22,16.0,0.0,0.0,99.0,127.27808988764045,774.0,True,1000.2780898876405,0,E,S,0,1,0,0,0,0,0,Veremy,Benderez,4
3909,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,4.0,6.0,773.0,True,783.0,0,G,P,0,0,1,0,0,0,0,Almara,Sweenez,4
371,Mars,False,TRAPPIST-1e,35.0,1134.0,113.0,52.0,0.0,0.0,True,1299.0,0,E,P,1,0,0,0,0,0,0,Cus,Ble,8
5336,Earth,True,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,0,1,0,0,0,Letty,Chanan,11
826,Earth,False,TRAPPIST-1e,46.0,784.0,0.0,0.0,0.0,4.0,True,788.0,0,G,unknown,1,0,0,0,0,0,0,Therta,Lanks,3
7863,Earth,False,55 Cancri e,27.0,0.0,1283.0,0.0,2256.0,0.0,True,3539.0,0,G,P,0,0,0,0,1,0,0,Ferry,Chavezalez,8
402,Earth,False,55 Cancri e,32.0,0.0,0.0,0.0,722.0,0.0,True,722.0,0,F,S,1,0,0,0,0,0,0,Loree,Hahnstonsen,7
8348,Earth,False,TRAPPIST-1e,24.0,0.0,141.63880126182966,3.0,80.0,0.0,True,224.63880126182966,0,E,P,0,1,0,0,0,0,0,Paulah,Pooles,7
3736,Earth,False,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,1,0,0,0,0,Jonaye,Castannison,10
5970,Earth,False,TRAPPIST-1e,21.0,0.0,541.0,0.0,143.0,0.0,False,684.0,0,F,S,0,0,0,0,1,0,0,Sonard,Beasleyes,4
3932,Earth,False,TRAPPIST-1e,19.0,1620.0,0.0,4.0,0.0,82.0,False,1706.0,0,G,S,0,0,1,0,0,0,0,Harrie,Cooks,5
2795,Mars,False,TRAPPIST-1e,51.0,1644.0,0.0,234.0,157.0,64.0,True,2099.0,0,E,P,1,0,0,0,0,0,0,Yakers,Peake,3
8161,Earth,False,55 Cancri e,28.0,34.0,0.0,0.0,0.0,658.0,True,692.0,0,F,P,0,0,0,0,0,1,0,Hencey,Bulliamoses,4
2530,Europa,True,TRAPPIST-1e,72.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,B,S,1,0,0,0,0,0,0,Quarkab,Supred,5
7393,Earth,True,TRAPPIST-1e,49.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,G,P,0,0,0,0,1,0,0,Jodye,Georgasey,12
1784,Europa,False,TRAPPIST-1e,38.0,0.0,354.0,0.0,1806.0,0.0,False,2160.0,0,C,S,1,0,0,0,0,0,0,Arino,Gocent,6
1160,Mars,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,S,1,0,0,0,0,0,0,Snich,Purle,6
8147,Earth,False,TRAPPIST-1e,36.0,0.0,98.0,456.0,277.0,70.0,True,901.0,0,F,S,0,0,0,0,0,1,0,Sallie,Cartyernan,8
4501,Mars,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,F,S,0,0,0,1,0,0,0,Bon,Pert,4
7014,Europa,False,TRAPPIST-1e,33.0,0.0,397.0,0.0,1249.0,845.0,True,2491.0,0,B,S,1,0,0,0,0,0,0,Menkin,Dratembid,7
1196,Earth,False,55 Cancri e,38.0,0.0,0.0,591.0,40.0,173.0,True,804.0,0,F,P,1,0,0,0,0,0,0,Claine,Willangsey,9
2543,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,1,0,0,0,0,0,Jodip,Burchrison,9
5467,Earth,False,TRAPPIST-1e,21.0,621.0,0.0,0.0,0.0,0.0,True,621.0,0,G,P,0,0,0,1,0,0,0,Bethy,Goldendrice,4
220,Earth,False,TRAPPIST-1e,43.0,183.1891891891892,888.0,0.0,0.0,0.0,True,1071.1891891891892,0,F,P,1,0,0,0,0,0,0,Keitha,Josey,10
6440,Europa,True,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,C,S,1,0,0,0,0,0,0,Terops,Namsheary,4
5863,Mars,False,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,E,P,0,1,0,0,0,0,0,Caper,Brity,6
6865,Earth,False,TRAPPIST-1e,22.0,401.0,0.0,196.0,0.0,126.0,True,723.0,0,F,S,0,0,0,0,1,0,0,Sony,Woodwardy,7
3260,Mars,False,TRAPPIST-1e,38.0,66.0,0.0,991.0,0.0,0.0,True,1057.0,0,D,P,1,0,0,0,0,0,0,Stsan,Nad,3
3498,Earth,True,TRAPPIST-1e,38.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1,G,S,0,0,1,0,0,0,0,Loresa,Hubbarrison,9
364,Mars,False,TRAPPIST-1e,30.0,1770.0,0.0,0.0,13.0,0.0,False,1783.0,0,D,S,1,0,0,0,0,0,0,Parney,Pimne,9
7844,Earth,False,55 Cancri e,52.0,0.0,0.0,638.0,115.0,0.0,True,753.0,0,F,S,0,0,0,0,0,1,0,Everly,Lewinez,5
6463,Earth,False,TRAPPIST-1e,43.0,142.0,1208.0,0.0,0.0,204.0,True,1554.0,0,F,P,0,0,0,0,1,0,0,Landa,Grifford,4
6577,Earth,False,TRAPPIST-1e,22.0,245.0,0.0,0.0,661.0,1.0,True,907.0,0,G,P,0,0,0,1,0,0,0,Blanie,Bears,2
8186,Mars,False,TRAPPIST-1e,35.0,2758.0,0.0,1.0,0.0,0.0,True,2759.0,0,D,P,1,0,0,0,0,0,0,Koops,Strad,2
1281,Earth,False,TRAPPIST-1e,21.0,0.0,39.0,0.0,310.0,539.0,True,888.0,0,G,S,1,0,0,0,0,0,0,Leony,Rothewson,2
